Security,LD20TRUU Index,
Start Date,12/31/1991 0:00,
End Date,5/21/2025 0:00,
Period,D,
,,
Date,PX_LAST,TOT_RETURN_INDEX_GROSS_DVDS
9/4/2003,166.87,166.87
9/3/2003,166.86,166.86
9/2/2003,166.85,166.85
8/29/2003,166.84,166.84
8/28/2003,166.83,166.83
8/27/2003,166.82,166.82
8/26/2003,166.82,166.82
8/25/2003,166.81,166.81
8/22/2003,166.8,166.8
8/21/2003,166.8,166.8
8/20/2003,166.8,166.8
8/19/2003,166.79,166.79
8/18/2003,166.79,166.79
8/15/2003,166.78,166.78
8/14/2003,166.77,166.77
8/13/2003,166.77,166.77
8/12/2003,166.76,166.76
8/11/2003,166.76,166.76
8/8/2003,166.75,166.75
8/7/2003,166.74,166.74
8/6/2003,166.73,166.73
8/5/2003,166.72,166.72
8/4/2003,166.72,166.72
8/1/2003,166.71,166.71
7/31/2003,166.71,166.71
7/30/2003,166.7,166.7
7/29/2003,166.69,166.69
7/28/2003,166.69,166.69
7/25/2003,166.69,166.69
7/24/2003,166.69,166.69
7/23/2003,166.68,166.68
7/22/2003,166.68,166.68
7/21/2003,166.68,166.68
7/18/2003,166.67,166.67
7/17/2003,166.66,166.66
7/16/2003,166.66,166.66
7/15/2003,166.65,166.65
7/14/2003,166.65,166.65
7/11/2003,166.64,166.64
7/10/2003,166.64,166.64
7/9/2003,166.63,166.63
7/8/2003,166.63,166.63
7/7/2003,166.62,166.62
7/3/2003,166.61,166.61
7/2/2003,166.61,166.61
7/1/2003,166.6,166.6
6/30/2003,166.59,166.59
6/27/2003,166.58,166.58
6/26/2003,166.57,166.57
6/25/2003,166.56,166.56
6/24/2003,166.59,166.59
6/23/2003,166.58,166.58
6/20/2003,166.57,166.57
6/19/2003,166.58,166.58
6/18/2003,166.55,166.55
6/17/2003,166.54,166.54
6/16/2003,166.54,166.54
6/13/2003,166.53,166.53
6/12/2003,166.51,166.51
6/11/2003,166.5,166.5
6/10/2003,166.48,166.48
6/9/2003,166.46,166.46
6/6/2003,166.43,166.43
6/5/2003,166.43,166.43
6/4/2003,166.43,166.43
6/3/2003,166.41,166.41
6/2/2003,166.39,166.39
5/30/2003,166.39,166.39
5/29/2003,166.38,166.38
5/28/2003,166.37,166.37
5/27/2003,166.37,166.37
5/23/2003,166.35,166.35
5/22/2003,166.35,166.35
5/21/2003,166.34,166.34
5/20/2003,166.35,166.35
5/19/2003,166.34,166.34
5/16/2003,166.33,166.33
5/15/2003,166.32,166.32
5/14/2003,166.31,166.31
5/13/2003,166.3,166.3
5/12/2003,166.29,166.29
5/9/2003,166.27,166.27
5/8/2003,166.27,166.27
5/7/2003,166.26,166.26
5/6/2003,166.26,166.26
5/5/2003,166.24,166.24
5/2/2003,166.23,166.23
5/1/2003,166.23,166.23
4/30/2003,166.22,166.22
4/29/2003,166.21,166.21
4/28/2003,166.2,166.2
4/25/2003,166.19,166.19
4/24/2003,166.18,166.18
4/23/2003,166.17,166.17
4/22/2003,166.16,166.16
4/21/2003,166.15,166.15
4/17/2003,166.14,166.14
4/16/2003,166.13,166.13
4/15/2003,166.12,166.12
4/14/2003,166.11,166.11
4/11/2003,166.1,166.1
4/10/2003,166.11,166.11
4/9/2003,166.11,166.11
4/8/2003,166.1,166.1
4/7/2003,166.09,166.09
4/4/2003,166.09,166.09
4/3/2003,166.09,166.09
4/2/2003,166.08,166.08
4/1/2003,166.07,166.07
3/31/2003,166.07,166.07
3/28/2003,166.05,166.05
3/27/2003,166.04,166.04
3/26/2003,166.03,166.03
3/25/2003,166.02,166.02
3/24/2003,166,166
3/21/2003,166,166
3/20/2003,166,166
3/19/2003,165.99,165.99
3/18/2003,165.99,165.99
3/17/2003,165.99,165.99
3/14/2003,165.98,165.98
3/13/2003,165.97,165.97
3/12/2003,165.98,165.98
3/11/2003,165.98,165.98
3/10/2003,165.98,165.98
3/7/2003,165.95,165.95
3/6/2003,165.92,165.92
3/5/2003,165.91,165.91
3/4/2003,165.9,165.9
3/3/2003,165.9,165.9
2/28/2003,165.88,165.88
2/27/2003,165.87,165.87
2/26/2003,165.87,165.87
2/25/2003,165.86,165.86
2/24/2003,165.86,165.86
2/21/2003,165.85,165.85
2/20/2003,165.84,165.84
2/19/2003,165.84,165.84
2/18/2003,165.83,165.83
2/14/2003,165.81,165.81
2/13/2003,165.81,165.81
2/12/2003,165.8,165.8
2/11/2003,165.8,165.8
2/10/2003,165.79,165.79
2/7/2003,165.78,165.78
2/6/2003,165.77,165.77
2/5/2003,165.76,165.76
2/4/2003,165.76,165.76
2/3/2003,165.75,165.75
1/31/2003,165.74,165.74
1/30/2003,165.73,165.73
1/29/2003,165.73,165.73
1/28/2003,165.72,165.72
1/27/2003,165.72,165.72
1/24/2003,165.71,165.71
1/23/2003,165.7,165.7
1/22/2003,165.69,165.69
1/21/2003,165.68,165.68
1/17/2003,165.66,165.66
1/16/2003,165.65,165.65
1/15/2003,165.64,165.64
1/14/2003,165.64,165.64
1/13/2003,165.63,165.63
1/10/2003,165.61,165.61
1/9/2003,165.61,165.61
1/8/2003,165.61,165.61
1/7/2003,165.6,165.6
1/6/2003,165.59,165.59
1/3/2003,165.57,165.57
1/2/2003,165.57,165.57
12/31/2002,165.56,165.56
12/30/2002,165.56,165.56
12/27/2002,165.55,165.55
12/26/2002,165.54,165.54
12/24/2002,165.52,165.52
12/23/2002,165.52,165.52
12/20/2002,165.5,165.5
12/19/2002,165.49,165.49
12/18/2002,165.48,165.48
12/17/2002,165.48,165.48
12/16/2002,165.47,165.47
12/13/2002,165.45,165.45
12/12/2002,165.45,165.45
12/11/2002,165.44,165.44
12/10/2002,165.44,165.44
12/9/2002,165.43,165.43
12/6/2002,165.42,165.42
12/5/2002,165.41,165.41
12/4/2002,165.4,165.4
12/3/2002,165.39,165.39
12/2/2002,165.38,165.38
11/29/2002,165.37,165.37
11/27/2002,165.35,165.35
11/26/2002,165.35,165.35
11/25/2002,165.34,165.34
11/22/2002,165.33,165.33
11/21/2002,165.32,165.32
11/20/2002,165.32,165.32
11/19/2002,165.31,165.31
11/18/2002,165.31,165.31
11/15/2002,165.29,165.29
11/14/2002,165.29,165.29
11/13/2002,165.28,165.28
11/12/2002,165.28,165.28
11/8/2002,165.25,165.25
11/7/2002,165.25,165.25
11/6/2002,165.23,165.23
11/5/2002,165.16,165.16
11/4/2002,165.15,165.15
11/1/2002,165.13,165.13
10/31/2002,165.12,165.12
10/30/2002,165.1,165.1
10/29/2002,165.09,165.09
10/28/2002,165.06,165.06
10/25/2002,165.02,165.02
10/24/2002,165.01,165.01
10/23/2002,165,165
10/22/2002,164.98,164.98
10/21/2002,164.98,164.98
10/18/2002,164.96,164.96
10/17/2002,164.96,164.96
10/16/2002,164.95,164.95
10/15/2002,164.94,164.94
10/11/2002,164.94,164.94
10/10/2002,164.94,164.94
10/9/2002,164.93,164.93
10/8/2002,164.91,164.91
10/7/2002,164.91,164.91
10/4/2002,164.89,164.89
10/3/2002,164.9,164.9
10/2/2002,164.89,164.89
10/1/2002,164.87,164.87
9/30/2002,164.88,164.88
9/27/2002,164.84,164.84
9/26/2002,164.82,164.82
9/25/2002,164.81,164.81
9/24/2002,164.81,164.81
9/23/2002,164.8,164.8
9/20/2002,164.78,164.78
9/19/2002,164.77,164.77
9/18/2002,164.75,164.75
9/17/2002,164.74,164.74
9/16/2002,164.73,164.73
9/13/2002,164.71,164.71
9/12/2002,164.71,164.71
9/11/2002,164.69,164.69
9/10/2002,164.69,164.69
9/9/2002,164.68,164.68
9/6/2002,164.67,164.67
9/5/2002,164.68,164.68
9/4/2002,164.67,164.67
9/3/2002,164.66,164.66
8/30/2002,164.62,164.62
8/29/2002,164.6,164.6
8/28/2002,164.6,164.6
8/27/2002,164.59,164.59
8/26/2002,164.58,164.58
8/23/2002,164.57,164.57
8/22/2002,164.56,164.56
8/21/2002,164.56,164.56
8/20/2002,164.55,164.55
8/19/2002,164.53,164.53
8/16/2002,164.52,164.52
8/15/2002,164.52,164.52
8/14/2002,164.51,164.51
8/13/2002,164.51,164.51
8/12/2002,164.49,164.49
8/9/2002,164.48,164.48
8/8/2002,164.47,164.47
8/7/2002,164.48,164.48
8/6/2002,164.45,164.45
8/5/2002,164.45,164.45
8/2/2002,164.43,164.43
8/1/2002,164.4,164.4
7/31/2002,164.38,164.38
7/30/2002,164.37,164.37
7/29/2002,164.36,164.36
7/26/2002,164.35,164.35
7/25/2002,164.34,164.34
7/24/2002,164.33,164.33
7/23/2002,164.32,164.32
7/22/2002,164.31,164.31
7/19/2002,164.28,164.28
7/18/2002,164.28,164.28
7/17/2002,164.27,164.27
7/16/2002,164.26,164.26
7/15/2002,164.26,164.26
7/12/2002,164.23,164.23
7/11/2002,164.22,164.22
7/10/2002,164.21,164.21
7/9/2002,164.2,164.2
7/8/2002,164.2,164.2
7/5/2002,164.18,164.18
7/3/2002,164.17,164.17
7/2/2002,164.15,164.15
7/1/2002,164.14,164.14
6/28/2002,164.14,164.14
6/27/2002,164.12,164.12
6/26/2002,164.11,164.11
6/25/2002,164.09,164.09
6/24/2002,164.09,164.09
6/21/2002,164.07,164.07
6/20/2002,164.06,164.06
6/19/2002,164.06,164.06
6/18/2002,164.04,164.04
6/17/2002,164.03,164.03
6/14/2002,164.01,164.01
6/13/2002,164,164
6/12/2002,163.99,163.99
6/11/2002,163.98,163.98
6/10/2002,163.96,163.96
6/7/2002,163.94,163.94
6/6/2002,163.93,163.93
6/5/2002,163.92,163.92
6/4/2002,163.91,163.91
6/3/2002,163.9,163.9
5/31/2002,163.88,163.88
5/30/2002,163.87,163.87
5/29/2002,163.86,163.86
5/28/2002,163.85,163.85
5/24/2002,163.82,163.82
5/23/2002,163.82,163.82
5/22/2002,163.81,163.81
5/21/2002,163.8,163.8
5/20/2002,163.78,163.78
5/17/2002,163.76,163.76
5/16/2002,163.75,163.75
5/15/2002,163.74,163.74
5/14/2002,163.73,163.73
5/13/2002,163.72,163.72
5/10/2002,163.7,163.7
5/9/2002,163.7,163.7
5/8/2002,163.69,163.69
5/7/2002,163.68,163.68
5/6/2002,163.67,163.67
5/3/2002,163.65,163.65
5/2/2002,163.63,163.63
5/1/2002,163.62,163.62
4/30/2002,163.61,163.61
4/29/2002,163.6,163.6
4/26/2002,163.59,163.59
4/25/2002,163.58,163.58
4/24/2002,163.58,163.58
4/23/2002,163.57,163.57
4/22/2002,163.56,163.56
4/19/2002,163.54,163.54
4/18/2002,163.53,163.53
4/17/2002,163.52,163.52
4/16/2002,163.51,163.51
4/15/2002,163.5,163.5
4/12/2002,163.48,163.48
4/11/2002,163.47,163.47
4/10/2002,163.46,163.46
4/9/2002,163.45,163.45
4/8/2002,163.43,163.43
4/5/2002,163.4,163.4
4/4/2002,163.38,163.38
4/3/2002,163.37,163.37
4/2/2002,163.36,163.36
4/1/2002,163.34,163.34
3/29/2002,163.33,163.33
3/28/2002,163.33,163.33
3/27/2002,163.3,163.3
3/26/2002,163.29,163.29
3/25/2002,163.27,163.27
3/22/2002,163.25,163.25
3/21/2002,163.25,163.25
3/20/2002,163.23,163.23
3/19/2002,163.23,163.23
3/18/2002,163.21,163.21
3/15/2002,163.19,163.19
3/14/2002,163.18,163.18
3/13/2002,163.18,163.18
3/12/2002,163.17,163.17
3/11/2002,163.16,163.16
3/8/2002,163.14,163.14
3/7/2002,163.14,163.14
3/6/2002,163.14,163.14
3/5/2002,163.13,163.13
3/4/2002,163.12,163.12
3/1/2002,163.1,163.1
2/28/2002,163.1,163.1
2/27/2002,163.1,163.1
2/26/2002,163.08,163.08
2/25/2002,163.08,163.08
2/22/2002,163.06,163.06
2/21/2002,163.05,163.05
2/20/2002,163.04,163.04
2/19/2002,163.04,163.04
2/15/2002,163.01,163.01
2/14/2002,163,163
2/13/2002,162.99,162.99
2/12/2002,162.98,162.98
2/11/2002,162.98,162.98
2/8/2002,162.96,162.96
2/7/2002,162.95,162.95
2/6/2002,162.94,162.94
2/5/2002,162.92,162.92
2/4/2002,162.91,162.91
2/1/2002,162.89,162.89
1/31/2002,162.87,162.87
1/30/2002,162.87,162.87
1/29/2002,162.87,162.87
1/28/2002,162.85,162.85
1/25/2002,162.84,162.84
1/24/2002,162.83,162.83
1/23/2002,162.83,162.83
1/22/2002,162.82,162.82
1/18/2002,162.82,162.82
1/17/2002,162.8,162.8
1/16/2002,162.81,162.81
1/15/2002,162.8,162.8
1/14/2002,162.8,162.8
1/11/2002,162.78,162.78
1/10/2002,162.74,162.74
1/9/2002,162.73,162.73
1/8/2002,162.71,162.71
1/7/2002,162.71,162.71
1/4/2002,162.67,162.67
1/3/2002,162.66,162.66
1/2/2002,162.64,162.64
12/31/2001,162.64,162.64
12/28/2001,162.61,162.61
12/27/2001,162.6,162.6
12/26/2001,162.58,162.58
12/24/2001,162.58,162.58
12/21/2001,162.56,162.56
12/20/2001,162.56,162.56
12/19/2001,162.55,162.55
12/18/2001,162.53,162.53
12/17/2001,162.52,162.52
12/14/2001,162.5,162.5
12/13/2001,162.5,162.5
12/12/2001,162.51,162.51
12/11/2001,162.5,162.5
12/10/2001,162.48,162.48
12/7/2001,162.46,162.46
12/6/2001,162.42,162.42
12/5/2001,162.41,162.41
12/4/2001,162.41,162.41
12/3/2001,162.4,162.4
11/30/2001,162.38,162.38
11/29/2001,162.37,162.37
11/28/2001,162.33,162.33
11/27/2001,162.31,162.31
11/26/2001,162.29,162.29
11/23/2001,162.26,162.26
11/21/2001,162.25,162.25
11/20/2001,162.25,162.25
11/19/2001,162.24,162.24
11/16/2001,162.21,162.21
11/15/2001,162.21,162.21
11/14/2001,162.22,162.22
11/13/2001,162.22,162.22
11/9/2001,162.19,162.19
11/8/2001,162.19,162.19
11/7/2001,162.19,162.19
11/6/2001,162.16,162.16
11/5/2001,162.1,162.1
11/2/2001,162.07,162.07
11/1/2001,162.05,162.05
10/31/2001,162.05,162.05
10/30/2001,162.04,162.04
10/29/2001,162.01,162.01
10/26/2001,161.97,161.97
10/25/2001,161.96,161.96
10/24/2001,161.94,161.94
10/23/2001,161.93,161.93
10/22/2001,161.91,161.91
10/19/2001,161.89,161.89
10/18/2001,161.88,161.88
10/17/2001,161.86,161.86
10/16/2001,161.85,161.85
10/15/2001,161.83,161.83
10/12/2001,161.8,161.8
10/11/2001,161.79,161.79
10/10/2001,161.79,161.79
10/9/2001,161.79,161.79
10/5/2001,161.75,161.75
10/4/2001,161.74,161.74
10/3/2001,161.72,161.72
10/2/2001,161.7,161.7
10/1/2001,161.65,161.65
9/28/2001,161.63,161.63
9/27/2001,161.61,161.61
9/26/2001,161.59,161.59
9/25/2001,161.57,161.57
9/24/2001,161.57,161.57
9/21/2001,161.57,161.57
9/20/2001,161.57,161.57
9/19/2001,161.58,161.58
9/18/2001,161.42,161.42
9/17/2001,161.41,161.41
9/14/2001,161.68,161.68
9/10/2001,161.09,161.09
9/7/2001,161.05,161.05
9/6/2001,161,161
9/5/2001,160.96,160.96
9/4/2001,160.93,160.93
8/31/2001,160.91,160.91
8/30/2001,160.9,160.9
8/29/2001,160.87,160.87
8/28/2001,160.85,160.85
8/27/2001,160.83,160.83
8/24/2001,160.79,160.79
8/23/2001,160.78,160.78
8/22/2001,160.77,160.77
8/21/2001,160.76,160.76
8/20/2001,160.73,160.73
8/17/2001,160.7,160.7
8/16/2001,160.68,160.68
8/15/2001,160.65,160.65
8/14/2001,160.64,160.64
8/13/2001,160.62,160.62
8/10/2001,160.57,160.57
8/9/2001,160.55,160.55
8/8/2001,160.53,160.53
8/7/2001,160.5,160.5
8/6/2001,160.49,160.49
8/3/2001,160.44,160.44
8/2/2001,160.42,160.42
8/1/2001,160.41,160.41
7/31/2001,160.4,160.4
7/30/2001,160.37,160.37
7/27/2001,160.33,160.33
7/26/2001,160.31,160.31
7/25/2001,160.29,160.29
7/24/2001,160.28,160.28
7/23/2001,160.27,160.27
7/20/2001,160.23,160.23
7/19/2001,160.21,160.21
7/18/2001,160.2,160.2
7/17/2001,160.16,160.16
7/16/2001,160.14,160.14
7/13/2001,160.09,160.09
7/12/2001,160.08,160.08
7/11/2001,160.07,160.07
7/10/2001,160.05,160.05
7/9/2001,160.03,160.03
7/6/2001,159.99,159.99
7/5/2001,159.96,159.96
7/3/2001,159.92,159.92
7/2/2001,159.91,159.91
6/29/2001,159.88,159.88
6/28/2001,159.85,159.85
6/27/2001,159.86,159.86
6/26/2001,159.86,159.86
6/25/2001,159.85,159.85
6/22/2001,159.81,159.81
6/21/2001,159.78,159.78
6/20/2001,159.78,159.78
6/19/2001,159.76,159.76
6/18/2001,159.74,159.74
6/15/2001,159.68,159.68
6/14/2001,159.66,159.66
6/13/2001,159.64,159.64
6/12/2001,159.62,159.62
6/11/2001,159.59,159.59
6/8/2001,159.53,159.53
6/7/2001,159.52,159.52
6/6/2001,159.51,159.51
6/5/2001,159.49,159.49
6/4/2001,159.46,159.46
6/1/2001,159.42,159.42
5/31/2001,159.42,159.42
5/30/2001,159.38,159.38
5/29/2001,159.36,159.36
5/25/2001,159.31,159.31
5/24/2001,159.27,159.27
5/23/2001,159.27,159.27
5/22/2001,159.25,159.25
5/21/2001,159.23,159.23
5/18/2001,159.19,159.19
5/17/2001,159.19,159.19
5/16/2001,159.18,159.18
5/15/2001,159.14,159.14
5/14/2001,159.1,159.1
5/11/2001,159.03,159.03
5/10/2001,159.04,159.04
5/9/2001,159.03,159.03
5/8/2001,159.02,159.02
5/7/2001,158.99,158.99
5/4/2001,158.93,158.93
5/3/2001,158.87,158.87
5/2/2001,158.84,158.84
5/1/2001,158.82,158.82
4/30/2001,158.8,158.8
4/27/2001,158.76,158.76
4/26/2001,158.76,158.76
4/25/2001,158.74,158.74
4/24/2001,158.75,158.75
4/23/2001,158.74,158.74
4/20/2001,158.67,158.67
4/19/2001,158.62,158.62
4/18/2001,158.59,158.59
4/17/2001,158.5,158.5
4/16/2001,158.47,158.47
4/12/2001,158.44,158.44
4/11/2001,158.41,158.41
4/10/2001,158.43,158.43
4/9/2001,158.43,158.43
4/6/2001,158.38,158.38
4/5/2001,158.3,158.3
4/4/2001,158.28,158.28
4/3/2001,158.23,158.23
4/2/2001,158.18,158.18
3/30/2001,158.13,158.13
3/29/2001,158.08,158.08
3/28/2001,158.05,158.05
3/27/2001,158.03,158.03
3/26/2001,158.02,158.02
3/23/2001,157.95,157.95
3/22/2001,157.94,157.94
3/21/2001,157.92,157.92
3/20/2001,157.86,157.86
3/19/2001,157.83,157.83
3/16/2001,157.78,157.78
3/15/2001,157.76,157.76
3/14/2001,157.72,157.72
3/13/2001,157.67,157.67
3/12/2001,157.64,157.64
3/9/2001,157.57,157.57
3/8/2001,157.57,157.57
3/7/2001,157.54,157.54
3/6/2001,157.49,157.49
3/5/2001,157.45,157.45
3/2/2001,157.39,157.39
3/1/2001,157.38,157.38
2/28/2001,157.35,157.35
2/27/2001,157.34,157.34
2/26/2001,157.33,157.33
2/23/2001,157.25,157.25
2/22/2001,157.18,157.18
2/21/2001,157.15,157.15
2/20/2001,157.13,157.13
2/16/2001,157.06,157.06
2/15/2001,157.01,157.01
2/14/2001,156.98,156.98
2/13/2001,156.97,156.97
2/12/2001,156.96,156.96
2/9/2001,156.9,156.9
2/8/2001,156.87,156.87
2/7/2001,156.85,156.85
2/6/2001,156.82,156.82
2/5/2001,156.81,156.81
2/2/2001,156.75,156.75
2/1/2001,156.77,156.77
1/31/2001,156.75,156.75
1/30/2001,156.71,156.71
1/29/2001,156.66,156.66
1/26/2001,156.58,156.58
1/25/2001,156.53,156.53
1/24/2001,156.5,156.5
1/23/2001,156.49,156.49
1/22/2001,156.48,156.48
1/19/2001,156.41,156.41
1/18/2001,156.39,156.39
1/17/2001,156.33,156.33
1/16/2001,156.3,156.3
1/12/2001,156.22,156.22
1/11/2001,156.21,156.21
1/10/2001,156.19,156.19
1/9/2001,156.19,156.19
1/8/2001,156.19,156.19
1/5/2001,156.14,156.14
1/4/2001,156.03,156.03
1/3/2001,155.89,155.89
1/2/2001,155.82,155.82
12/29/2000,155.74,155.74
12/28/2000,155.67,155.67
12/27/2000,155.68,155.68
12/26/2000,155.65,155.65
12/22/2000,155.66,155.66
12/21/2000,155.59,155.59
12/20/2000,155.47,155.47
12/19/2000,155.4,155.4
12/18/2000,155.37,155.37
12/15/2000,155.27,155.27
12/14/2000,155.23,155.23
12/13/2000,155.2,155.2
12/12/2000,155.16,155.16
12/11/2000,155.14,155.14
12/8/2000,155.06,155.06
12/7/2000,155.03,155.03
12/6/2000,155.01,155.01
12/5/2000,154.98,154.98
12/4/2000,154.92,154.92
12/1/2000,154.82,154.82
11/30/2000,154.8,154.8
11/29/2000,154.77,154.77
11/28/2000,154.73,154.73
11/27/2000,154.69,154.69
11/24/2000,154.6,154.6
11/22/2000,154.55,154.55
11/21/2000,154.53,154.53
11/20/2000,154.5,154.5
11/17/2000,154.42,154.42
11/16/2000,154.4,154.4
11/15/2000,154.36,154.36
11/14/2000,154.33,154.33
11/13/2000,154.31,154.31
11/10/2000,154.23,154.23
11/9/2000,154.2,154.2
11/8/2000,154.17,154.17
11/7/2000,154.14,154.14
11/6/2000,154.1,154.1
11/3/2000,154.04,154.04
11/2/2000,154.02,154.02
11/1/2000,153.99,153.99
10/31/2000,153.96,153.96
10/30/2000,153.94,153.94
10/27/2000,153.86,153.86
10/26/2000,153.84,153.84
10/25/2000,153.82,153.82
10/24/2000,153.8,153.8
10/23/2000,153.78,153.78
10/20/2000,153.7,153.7
10/19/2000,153.68,153.68
10/18/2000,153.67,153.67
10/17/2000,153.64,153.64
10/16/2000,153.61,153.61
10/13/2000,153.55,153.55
10/12/2000,153.53,153.53
10/11/2000,153.48,153.48
10/10/2000,153.45,153.45
10/6/2000,153.34,153.34
10/5/2000,153.32,153.32
10/4/2000,153.3,153.3
10/3/2000,153.27,153.27
10/2/2000,153.25,153.25
9/29/2000,153.19,153.19
9/28/2000,153.13,153.13
9/27/2000,153.12,153.12
9/26/2000,153.1,153.1
9/25/2000,153.08,153.08
9/22/2000,153,153
9/21/2000,152.98,152.98
9/20/2000,152.95,152.95
9/19/2000,152.93,152.93
9/18/2000,152.91,152.91
9/15/2000,152.83,152.83
9/14/2000,152.8,152.8
9/13/2000,152.79,152.79
9/12/2000,152.75,152.75
9/11/2000,152.72,152.72
9/8/2000,152.63,152.63
9/7/2000,152.59,152.59
9/6/2000,152.56,152.56
9/5/2000,152.53,152.53
9/1/2000,152.41,152.41
8/31/2000,152.34,152.34
8/30/2000,152.35,152.35
8/29/2000,152.32,152.32
8/28/2000,152.3,152.3
8/25/2000,152.23,152.23
8/24/2000,152.21,152.21
8/23/2000,152.18,152.18
8/22/2000,152.16,152.16
8/21/2000,152.13,152.13
8/18/2000,152.06,152.06
8/17/2000,152.03,152.03
8/16/2000,152,152
8/15/2000,151.98,151.98
8/14/2000,151.97,151.97
8/11/2000,151.87,151.87
8/10/2000,151.86,151.86
8/9/2000,151.84,151.84
8/8/2000,151.82,151.82
8/7/2000,151.79,151.79
8/4/2000,151.71,151.71
8/3/2000,151.68,151.68
8/2/2000,151.66,151.66
8/1/2000,151.63,151.63
7/31/2000,151.6,151.6
7/28/2000,151.53,151.53
7/27/2000,151.51,151.51
7/26/2000,151.49,151.49
7/25/2000,151.47,151.47
7/24/2000,151.44,151.44
7/21/2000,151.37,151.37
7/20/2000,151.34,151.34
7/19/2000,151.3,151.3
7/18/2000,151.29,151.29
7/17/2000,151.27,151.27
7/14/2000,151.2,151.2
7/13/2000,151.17,151.17
7/12/2000,151.15,151.15
7/11/2000,151.14,151.14
7/10/2000,151.12,151.12
7/7/2000,151.06,151.06
7/6/2000,151.04,151.04
7/5/2000,151.03,151.03
7/3/2000,150.97,150.97
6/30/2000,150.9,150.9
6/29/2000,150.89,150.89
6/28/2000,150.86,150.86
6/27/2000,150.83,150.83
6/26/2000,150.81,150.81
6/23/2000,150.74,150.74
6/22/2000,150.72,150.72
6/21/2000,150.7,150.7
6/20/2000,150.68,150.68
6/19/2000,150.64,150.64
6/16/2000,150.57,150.57
6/15/2000,150.54,150.54
6/14/2000,150.52,150.52
6/13/2000,150.49,150.49
6/12/2000,150.45,150.45
6/9/2000,150.37,150.37
6/8/2000,150.35,150.35
6/7/2000,150.32,150.32
6/6/2000,150.28,150.28
6/5/2000,150.27,150.27
6/2/2000,150.21,150.21
6/1/2000,150.21,150.21
5/31/2000,150.18,150.18
5/30/2000,150.12,150.12
5/26/2000,150.02,150.02
5/25/2000,150,150
5/24/2000,149.95,149.95
5/23/2000,149.92,149.92
5/22/2000,149.9,149.9
5/19/2000,149.83,149.83
5/18/2000,149.79,149.79
5/17/2000,149.74,149.74
5/16/2000,149.69,149.69
5/15/2000,149.66,149.66
5/12/2000,149.58,149.58
5/11/2000,149.57,149.57
5/10/2000,149.55,149.55
5/9/2000,149.52,149.52
5/8/2000,149.5,149.5
5/5/2000,149.47,149.47
5/4/2000,149.48,149.48
5/3/2000,149.46,149.46
5/2/2000,149.44,149.44
5/1/2000,149.4,149.4
4/28/2000,149.39,149.39
4/27/2000,149.35,149.35
4/26/2000,149.32,149.32
4/25/2000,149.29,149.29
4/24/2000,149.28,149.28
4/20/2000,149.18,149.18
4/19/2000,149.16,149.16
4/18/2000,149.13,149.13
4/17/2000,149.1,149.1
4/14/2000,149.03,149.03
4/13/2000,149,149
4/12/2000,148.96,148.96
4/11/2000,148.94,148.94
4/10/2000,148.91,148.91
4/7/2000,148.82,148.82
4/6/2000,148.8,148.8
4/5/2000,148.77,148.77
4/4/2000,148.76,148.76
4/3/2000,148.71,148.71
3/31/2000,148.62,148.62
3/30/2000,148.6,148.6
3/29/2000,148.57,148.57
3/28/2000,148.54,148.54
3/27/2000,148.52,148.52
3/24/2000,148.44,148.44
3/23/2000,148.43,148.43
3/22/2000,148.42,148.42
3/21/2000,148.39,148.39
3/20/2000,148.36,148.36
3/17/2000,148.3,148.3
3/16/2000,148.28,148.28
3/15/2000,148.26,148.26
3/14/2000,148.24,148.24
3/13/2000,148.2,148.2
3/10/2000,148.14,148.14
3/9/2000,148.13,148.13
3/8/2000,148.1,148.1
3/7/2000,148.08,148.08
3/6/2000,148.05,148.05
3/3/2000,147.99,147.99
3/2/2000,147.97,147.97
3/1/2000,147.94,147.94
2/29/2000,147.91,147.91
2/28/2000,147.88,147.88
2/25/2000,147.82,147.82
2/24/2000,147.8,147.8
2/23/2000,147.77,147.77
2/22/2000,147.76,147.76
2/18/2000,147.66,147.66
2/17/2000,147.65,147.65
2/16/2000,147.62,147.62
2/15/2000,147.6,147.6
2/14/2000,147.6,147.6
2/11/2000,147.52,147.52
2/10/2000,147.49,147.49
2/9/2000,147.48,147.48
2/8/2000,147.45,147.45
2/7/2000,147.42,147.42
2/4/2000,147.35,147.35
2/3/2000,147.35,147.35
2/2/2000,147.3,147.3
2/1/2000,147.27,147.27
1/31/2000,147.24,147.24
1/28/2000,147.19,147.19
1/27/2000,147.19,147.19
1/26/2000,147.17,147.17
1/25/2000,147.15,147.15
1/24/2000,147.14,147.14
1/21/2000,147.07,147.07
1/20/2000,147.05,147.05
1/19/2000,147.03,147.03
1/18/2000,147,147
1/14/2000,146.91,146.91
1/13/2000,146.9,146.9
1/12/2000,146.86,146.86
1/11/2000,146.85,146.85
1/10/2000,146.85,146.85
1/7/2000,146.79,146.79
1/6/2000,146.76,146.76
1/5/2000,146.72,146.72
1/4/2000,146.7,146.7
1/3/2000,146.66,146.66
12/31/1999,146.63,146.63
12/30/1999,146.65,146.65
12/29/1999,146.63,146.63
12/28/1999,146.57,146.57
12/27/1999,146.53,146.53
12/23/1999,146.44,146.44
12/22/1999,146.4,146.4
12/21/1999,146.36,146.36
12/20/1999,146.33,146.33
12/17/1999,146.3,146.3
12/16/1999,146.29,146.29
