"Date","Price","Open","High","Low","Change %"
"01/10/2017","-0.306","-0.305","-0.305","-0.345","-1.29%"
"01/06/2017","-0.310","-0.345","-0.307","-0.350","-12.18%"
"01/05/2017","-0.353","-0.353","-0.345","-0.353","2.92%"
"01/04/2017","-0.343","-0.343","-0.343","-0.343","-9.50%"
"12/30/2016","-0.379","-0.379","-0.379","-0.379","-5.25%"
"12/29/2016","-0.400","-0.405","-0.400","-0.405","-4.76%"
"12/28/2016","-0.420","-0.420","-0.420","-0.420","-2.78%"
"12/27/2016","-0.432","-0.425","-0.432","-0.425","2.61%"
"12/26/2016","-0.421","-0.425","-0.421","-0.433","-5.18%"
"12/22/2016","-0.444","-0.436","-0.420","-0.444","15.93%"
"12/21/2016","-0.383","-0.386","-0.375","-0.386","2.13%"
"12/20/2016","-0.375","-0.383","-0.375","-0.383","0.00%"
"12/19/2016","-0.375","-0.375","-0.375","-0.375","-1.83%"
"12/16/2016","-0.382","-0.395","-0.323","-0.395","-10.33%"
"12/15/2016","-0.426","-0.350","-0.350","-0.426","-0.47%"
"12/14/2016","-0.428","-0.428","-0.428","-0.428","1.90%"
"12/13/2016","-0.420","-0.420","-0.420","-0.420","19.32%"
"12/12/2016","-0.352","-0.428","-0.352","-0.428","-18.33%"
"12/09/2016","-0.431","-0.200","-0.200","-0.431","32.21%"
"12/08/2016","-0.326","-0.390","-0.326","-0.390","1.24%"
"12/07/2016","-0.322","-0.200","-0.200","-0.387","0.63%"
"12/06/2016","-0.320","-0.381","-0.320","-0.381","-14.89%"
"12/05/2016","-0.376","-0.356","-0.350","-0.376","3.87%"
"12/02/2016","-0.362","-0.363","-0.309","-0.374","14.20%"
"12/01/2016","-0.317","-0.320","-0.316","-0.320","2.92%"
"11/30/2016","-0.308","-0.302","-0.302","-0.308","6.57%"
"11/29/2016","-0.289","-0.256","-0.256","-0.290","-0.69%"
"11/28/2016","-0.291","-0.285","-0.285","-0.291","2.11%"
"11/25/2016","-0.285","-0.280","-0.253","-0.285","3.64%"
"11/24/2016","-0.275","-0.275","-0.275","-0.275","-1.43%"
"11/22/2016","-0.279","-0.275","-0.275","-0.283","0.72%"
"11/21/2016","-0.277","-0.275","-0.249","-0.277","0.36%"
"11/18/2016","-0.276","-0.265","-0.255","-0.276","15.00%"
"11/17/2016","-0.240","-0.260","-0.240","-0.260","-8.05%"
"11/16/2016","-0.261","-0.261","-0.261","-0.261","0.00%"
"11/15/2016","-0.261","-0.261","-0.261","-0.261","8.75%"
"11/14/2016","-0.240","-0.240","-0.240","-0.261","-7.69%"
"11/11/2016","-0.260","-0.260","-0.240","-0.263","-10.34%"
"11/10/2016","-0.290","-0.281","-0.281","-0.290","7.81%"
"11/09/2016","-0.269","-0.247","-0.247","-0.271","-1.10%"
"11/08/2016","-0.272","-0.272","-0.272","-0.272","-1.09%"
"11/07/2016","-0.275","-0.275","-0.275","-0.275","2.61%"
"11/04/2016","-0.268","-0.265","-0.262","-0.268","34.00%"
"11/02/2016","-0.200","-0.200","-0.200","-0.261","-23.37%"
"11/01/2016","-0.261","-0.255","-0.255","-0.261","0.38%"
"10/31/2016","-0.260","-0.220","-0.220","-0.261","-1.89%"
"10/28/2016","-0.265","-0.250","-0.235","-0.270","1.92%"
"10/27/2016","-0.260","-0.290","-0.260","-0.290","-12.16%"
"10/26/2016","-0.296","-0.260","-0.260","-0.296","12.98%"
"10/25/2016","-0.262","-0.295","-0.262","-0.298","-12.67%"
"10/24/2016","-0.300","-0.290","-0.286","-0.301","-3.85%"
"10/21/2016","-0.312","-0.295","-0.295","-0.312","15.56%"
"10/20/2016","-0.270","-0.247","-0.247","-0.274","8.00%"
"10/19/2016","-0.250","-0.275","-0.250","-0.275","0.00%"
"10/18/2016","-0.250","-0.275","-0.250","-0.275","1.63%"
"10/17/2016","-0.246","-0.246","-0.246","-0.246","-29.51%"
"10/15/2016","-0.349","-0.349","-0.349","-0.349","36.86%"
"10/14/2016","-0.255","-0.265","-0.227","-0.265","1.19%"
"10/13/2016","-0.252","-0.280","0.000","-0.280","-3.45%"
"10/12/2016","-0.261","-0.290","-0.258","-0.290","-12.42%"
"10/11/2016","-0.298","-0.298","-0.298","-0.298","-0.67%"
"10/07/2016","-0.300","-0.305","-0.288","-0.305","-15.73%"
"10/06/2016","-0.356","-0.320","-0.320","-0.385","7.88%"
"10/05/2016","-0.330","-0.330","-0.330","-0.385","3.13%"
"10/04/2016","-0.320","-0.320","-0.320","-0.320","-0.93%"
"10/03/2016","-0.323","-0.324","-0.323","-0.324","-11.99%"
"09/30/2016","-0.367","-0.359","-0.359","-0.374","12.58%"
"09/29/2016","-0.326","-0.326","-0.315","-0.326","-3.26%"
"09/28/2016","-0.337","-0.337","-0.337","-0.337","0.00%"
"09/27/2016","-0.337","-0.337","-0.337","-0.337","2.74%"
"09/26/2016","-0.328","-0.328","-0.328","-0.328","2.50%"
"09/25/2016","-0.320","-0.320","-0.320","-0.320","0.00%"
"09/24/2016","-0.320","-0.320","-0.320","-0.320","5.61%"
"09/23/2016","-0.303","-0.330","-0.286","-0.330","5.94%"
"09/21/2016","-0.286","-0.320","-0.286","-0.336","-18.29%"
"09/20/2016","-0.350","-0.293","-0.293","-0.353","49.57%"
"09/17/2016","-0.234","-0.234","-0.234","-0.234","-29.73%"
"09/16/2016","-0.333","-0.350","-0.293","-0.350","9.18%"
"09/15/2016","-0.305","-0.313","-0.305","-0.313","0.00%"
"09/14/2016","-0.305","-0.300","-0.300","-0.300","17.31%"
"09/13/2016","-0.260","-0.260","-0.260","-0.302","-7.14%"
"09/12/2016","-0.280","-0.282","-0.282","-0.287","0.00%"
"09/09/2016","-0.280","-0.265","-0.265","-0.280","27.27%"
"09/08/2016","-0.220","-0.260","-0.220","-0.260","0.00%"
"09/07/2016","-0.220","-0.220","-0.220","-0.220","-17.60%"
"09/06/2016","-0.267","-0.250","-0.250","-0.267","2.69%"
"09/05/2016","-0.260","-0.256","-0.217","-0.260","7.44%"
"09/02/2016","-0.242","-0.230","-0.207","-0.245","19.21%"
"09/01/2016","-0.203","-0.235","-0.203","-0.235","-13.62%"
"08/31/2016","-0.235","-0.235","-0.235","-0.235","-6.00%"
"08/30/2016","-0.250","-0.249","-0.249","-0.255","5.49%"
"08/29/2016","-0.237","-0.240","-0.190","-0.240","6.28%"
"08/26/2016","-0.223","-0.225","-0.215","-0.232","4.21%"
"08/25/2016","-0.214","-0.215","-0.212","-0.220","10.88%"
"08/24/2016","-0.193","-0.193","-0.193","-0.193","-14.60%"
"08/23/2016","-0.226","-0.190","-0.190","-0.227","18.95%"
"08/22/2016","-0.190","-0.190","-0.190","-0.190","-15.93%"
"08/19/2016","-0.226","-0.225","-0.190","-0.226","10.24%"
"08/18/2016","-0.205","-0.200","-0.200","-0.200","12.02%"
"08/17/2016","-0.183","-0.183","-0.183","-0.183","-6.63%"
"08/16/2016","-0.196","-0.215","-0.196","-0.215","-2.49%"
"08/15/2016","-0.201","-0.215","-0.191","-0.215","0.50%"
"08/14/2016","-0.200","-0.200","-0.200","-0.200","0.00%"
"08/13/2016","-0.200","-0.200","-0.200","-0.200","-4.76%"
"08/12/2016","-0.210","-0.200","-0.200","-0.210","15.38%"
"08/10/2016","-0.182","-0.213","-0.182","-0.213","0.00%"
"08/09/2016","-0.182","-0.182","-0.182","-0.182","-13.74%"
"08/08/2016","-0.211","-0.215","-0.152","-0.223","-21.85%"
"08/06/2016","-0.270","-0.270","-0.270","-0.270","29.19%"
"08/05/2016","-0.209","-0.213","-0.197","-0.213","106.93%"
"08/04/2016","-0.101","-0.245","-0.200","-0.245","-57.02%"
"08/03/2016","-0.235","-0.210","-0.210","-0.235","38.24%"
"08/02/2016","-0.170","-0.250","-0.212","-0.250","-32.27%"
"08/01/2016","-0.251","-0.250","-0.210","-0.251","-5.28%"
"07/29/2016","-0.265","-0.281","-0.250","-0.281","1.53%"
"07/28/2016","-0.261","-0.261","-0.261","-0.261","4.40%"
"07/27/2016","-0.250","-0.260","-0.250","-0.260","7.30%"
"07/26/2016","-0.233","-0.233","-0.233","-0.260","-8.98%"
"07/25/2016","-0.256","-0.260","-0.256","-0.260","10.34%"
"07/22/2016","-0.232","-0.212","-0.212","-0.250","-2.52%"
"07/21/2016","-0.238","-0.230","-0.230","-0.243","-4.80%"
"07/20/2016","-0.250","-0.260","0.000","-0.260","-4.21%"
"07/19/2016","-0.261","-0.230","-0.230","-0.270","4.40%"
"07/18/2016","-0.250","-0.250","-0.250","-0.250","-7.06%"
"07/15/2016","-0.269","-0.260","-0.260","-0.269","19.56%"
"07/14/2016","-0.225","-0.295","-0.225","-0.295","-21.33%"
"07/13/2016","-0.286","-0.298","-0.286","-0.298","19.17%"
"07/12/2016","-0.240","-0.260","-0.240","-0.260","-20.27%"
"07/11/2016","-0.301","-0.290","-0.290","-0.290","3.79%"
"07/08/2016","-0.290","-0.295","-0.266","-0.295","-3.33%"
"07/07/2016","-0.300","-0.284","-0.284","-0.300","-3.54%"
"07/06/2016","-0.311","-0.300","-0.300","-0.311","0.00%"
"07/05/2016","-0.311","-0.311","-0.311","-0.311","-0.64%"
"07/04/2016","-0.313","-0.313","-0.313","-0.313","9.44%"
"07/01/2016","-0.286","-0.286","-0.286","-0.286","8.75%"
"06/30/2016","-0.263","-0.236","-0.236","-0.264","-2.59%"
"06/29/2016","-0.270","-0.263","-0.263","-0.270","3.85%"
"06/28/2016","-0.260","-0.255","-0.248","-0.260","1.17%"
"06/27/2016","-0.257","-0.190","-0.190","-0.259","13.72%"
"06/24/2016","-0.226","-0.226","-0.215","-0.226","0.44%"
"06/23/2016","-0.225","-0.225","-0.225","-0.225","-2.17%"
"06/22/2016","-0.230","-0.230","-0.225","-0.230","-2.54%"
"06/21/2016","-0.236","-0.225","0.000","-0.236","-1.67%"
"06/20/2016","-0.240","-0.240","-0.240","-0.240","-4.00%"
"06/17/2016","-0.250","-0.230","-0.221","-0.252","1.63%"
"06/16/2016","-0.246","-0.230","-0.230","-0.246","16.04%"
"06/15/2016","-0.212","-0.212","-0.212","-0.235","-1.40%"
"06/14/2016","-0.215","-0.215","-0.215","-0.215","7.50%"
"06/13/2016","-0.200","-0.190","-0.190","-0.200","-14.16%"
"06/10/2016","-0.233","-0.235","-0.233","-0.235","-0.85%"
"06/09/2016","-0.235","-0.240","-0.223","-0.240","-0.42%"
"06/08/2016","-0.236","-0.240","-0.236","-0.240","-1.26%"
"06/07/2016","-0.239","-0.237","-0.237","-0.239","0.42%"
"06/06/2016","-0.238","-0.236","-0.230","-0.243","-1.65%"
"06/03/2016","-0.242","-0.231","-0.231","-0.242","-8.68%"
"06/02/2016","-0.265","-0.270","-0.243","-0.270","4.74%"
"06/01/2016","-0.253","-0.270","-0.243","-0.270","-6.30%"
"05/31/2016","-0.270","-0.280","-0.268","-0.280","-0.74%"
"05/30/2016","-0.272","-0.251","-0.250","-0.272","1.12%"
"05/27/2016","-0.269","-0.239","-0.239","-0.269","1.13%"
"05/26/2016","-0.266","-0.265","-0.227","-0.267","163.37%"
"05/25/2016","-0.101","-0.190","-0.190","-0.190","-58.61%"
"05/24/2016","-0.244","-0.236","-0.236","-0.247","-5.43%"
"05/23/2016","-0.258","-0.257","-0.253","-0.258","18.35%"
"05/20/2016","-0.218","-0.217","-0.217","-0.218","-14.51%"
"05/19/2016","-0.255","-0.236","-0.235","-0.255","104.00%"
"05/18/2016","-0.125","-0.261","-0.125","-0.261","-47.48%"
"05/17/2016","-0.238","-0.238","-0.238","-0.238","90.40%"
"05/16/2016","-0.125","-0.255","-0.124","-0.255","-45.41%"
"05/13/2016","-0.229","-0.244","-0.125","-0.261","8.53%"
"05/12/2016","-0.211","-0.199","-0.112","-0.212","6.03%"
"05/11/2016","-0.199","-0.199","-0.199","-0.199","56.69%"
"05/10/2016","-0.127","-0.127","-0.127","-0.185","-45.96%"
"05/09/2016","-0.235","-0.218","-0.218","-0.252","7.80%"
"05/06/2016","-0.218","-0.252","-0.218","-0.252","-7.23%"
"05/02/2016","-0.235","-0.185","-0.185","-0.235","-15.16%"
"04/29/2016","-0.277","-0.277","-0.277","-0.277","13.52%"
"04/28/2016","-0.244","-0.237","-0.237","-0.244","-28.65%"
"04/27/2016","-0.342","-0.342","-0.342","-0.342","15.93%"
"04/26/2016","-0.295","-0.295","-0.295","-0.295","0.00%"
"04/25/2016","-0.295","-0.295","-0.295","-0.295","-35.87%"
"04/22/2016","-0.460","-0.895","-0.460","-0.895","307.08%"
"04/21/2016","-0.113","-0.162","-0.113","-0.207","-29.37%"
"04/20/2016","-0.160","-0.140","-0.140","-0.160","14.29%"
"04/19/2016","-0.140","-0.140","-0.140","-0.140","-16.67%"
"04/18/2016","-0.168","-0.160","-0.140","-0.168","5.00%"
"04/15/2016","-0.160","-0.160","-0.160","-0.168","-65.74%"
"04/14/2016","-0.467","-0.470","-0.470","-0.470","-1.27%"
"04/13/2016","-0.473","-0.473","-0.473","-0.473","0.00%"
"04/12/2016","-0.473","-0.473","-0.473","-0.473","0.00%"
"04/11/2016","-0.473","-0.473","-0.473","-0.473","0.64%"
"04/08/2016","-0.470","-0.240","-0.235","-0.495","552.78%"
"04/07/2016","-0.072","-0.073","-0.072","-0.081","-4.00%"
"04/06/2016","-0.075","-0.070","-0.070","-0.085","5.63%"
"04/05/2016","-0.071","-0.071","-0.071","-0.071","0.00%"
"04/04/2016","-0.071","-0.071","-0.071","-0.071","0.00%"
"04/01/2016","-0.071","-0.066","-0.066","-0.066","0.00%"
"03/31/2016","-0.071","-0.071","-0.071","-0.071","317.65%"
"03/30/2016","-0.017","-0.017","-0.017","-0.017","240.00%"
"03/29/2016","-0.005","-0.005","-0.005","-0.005","-93.15%"
"03/28/2016","-0.073","-0.031","-0.031","-0.081","0.00%"
"03/25/2016","-0.073","-0.031","-0.005","-0.076","17.74%"
"03/24/2016","-0.062","0.025","0.025","-0.066","-30.34%"
"03/23/2016","-0.089","-0.005","-0.005","-0.089","5.95%"
"03/22/2016","-0.084","-0.062","-0.062","-0.085","0.00%"
"03/18/2016","-0.084","-0.097","-0.037","-0.097","6.33%"
"03/17/2016","-0.079","-0.062","-0.039","-0.079","3.95%"
"03/16/2016","-0.076","-0.085","-0.075","-0.087","26.67%"
"03/15/2016","-0.060","-0.058","-0.042","-0.085","36.36%"
"03/14/2016","-0.044","0.025","0.025","-0.044","7.32%"
"03/11/2016","-0.041","-0.005","-0.005","-0.042","-37.88%"
"03/10/2016","-0.066","-0.086","-0.047","-0.086","-8.33%"
"03/09/2016","-0.072","-0.072","-0.029","-0.075","53.19%"
"03/08/2016","-0.047","-0.073","-0.029","-0.094","-30.88%"
"03/07/2016","-0.068","-0.047","-0.030","-0.084","-2.86%"
"03/04/2016","-0.070","-0.035","-0.029","-0.087","7.69%"
"03/03/2016","-0.065","-0.047","-0.047","-0.082","0.00%"
"03/02/2016","-0.065","-0.029","-0.029","-0.080","0.00%"
"03/01/2016","-0.065","-0.030","-0.030","-0.080","0.00%"
"02/29/2016","-0.065","-0.065","-0.047","-0.080","-4.41%"
"02/26/2016","-0.068","-0.068","-0.047","-0.084","300.00%"
"02/25/2016","-0.017","-0.017","-0.017","-0.017","-71.19%"
"02/24/2016","-0.059","-0.059","-0.059","-0.105","-31.40%"
"02/23/2016","-0.086","-0.084","-0.059","-0.086","273.91%"
"02/22/2016","-0.023","0.005","0.005","-0.023","-59.65%"
"02/19/2016","-0.057","-0.050","0.005","-0.084","-1,240.00%"
"02/18/2016","0.005","-0.055","-0.055","-0.100","-105.81%"
"02/17/2016","-0.086","-0.086","-0.086","-0.086","0.00%"
"02/16/2016","-0.086","-0.086","-0.086","-0.086","0.00%"
"02/15/2016","-0.086","-0.086","-0.086","-0.086","0.00%"
"02/14/2016","-0.086","-0.086","-0.086","-0.086","0.00%"
"02/12/2016","-0.086","-0.086","-0.086","-0.086","-38.13%"
"02/10/2016","-0.139","-0.126","-0.126","-0.157","4.51%"
"02/09/2016","-0.133","-0.133","-0.133","-0.139","1.53%"
"02/08/2016","-0.131","-0.131","0.005","-0.146","0.77%"
"02/05/2016","-0.130","-0.079","-0.078","-0.145","62.50%"
"02/04/2016","-0.080","-0.125","-0.080","-0.157","-42.03%"
"02/03/2016","-0.138","-0.157","-0.080","-0.159","24.32%"
"02/02/2016","-0.111","-0.111","-0.111","-0.111","3.74%"
"02/01/2016","-0.107","-0.060","-0.047","-0.107","613.33%"
"01/29/2016","-0.015","-0.027","-0.027","-0.027","-6.25%"
"01/28/2016","-0.016","-0.016","-0.016","-0.016","-20.00%"
"01/27/2016","-0.020","-0.020","-0.020","-0.020","1,900.00%"
"01/26/2016","-0.001","-0.002","-0.002","-0.002","-88.89%"
"01/25/2016","-0.009","-0.002","-0.001","-0.024","-50.00%"
"01/22/2016","-0.018","-0.018","-0.016","-0.018","800.00%"
"01/21/2016","-0.002","-0.002","-0.002","-0.002","-33.33%"
"01/20/2016","-0.003","-0.001","-0.001","-0.003","0.00%"
"01/19/2016","-0.003","-0.002","-0.002","-0.003","0.00%"
"01/18/2016","-0.003","-0.003","-0.001","-0.003","-57.14%"
"01/15/2016","-0.007","-0.005","-0.005","-0.014","0.00%"
"01/14/2016","-0.007","-0.007","-0.007","-0.007","-22.22%"
"01/13/2016","-0.009","-0.001","-0.001","-0.011","0.00%"
"01/12/2016","-0.009","-0.009","-0.002","-0.009","-25.00%"
"01/10/2016","-0.012","-0.012","-0.012","-0.012","-340.00%"
"01/08/2016","0.005","0.006","0.006","-0.016","-150.00%"
"01/07/2016","-0.010","-0.020","-0.010","-0.020","-54.55%"
"01/06/2016","-0.022","-0.022","-0.022","-0.022","-4.35%"
"01/05/2016","-0.023","-0.004","-0.004","-0.023","21.05%"
"01/04/2016","-0.019","-0.036","-0.013","-0.036","-47.22%"
"12/31/2015","-0.036","-0.036","-0.036","-0.036","-2.70%"
"12/30/2015","-0.037","-0.037","-0.037","-0.037","311.11%"
"12/29/2015","-0.009","-0.025","-0.007","-0.025","125.00%"
"12/28/2015","-0.004","-0.023","-0.004","-0.033","-66.67%"
"12/25/2015","-0.012","-0.012","-0.006","-0.020","200.00%"
"12/24/2015","-0.004","0.001","0.001","-0.004","0.00%"
"12/22/2015","0.000","-0.001","0.001","-0.001","-100.00%"
"12/21/2015","-0.001","0.001","0.001","-0.001","-75.00%"
"12/18/2015","-0.004","0.001","0.001","-0.004","-180.00%"
"12/17/2015","0.005","0.025","0.025","0.025","-66.67%"
"12/16/2015","0.015","0.005","0.015","0.005","650.00%"
"12/15/2015","0.002","0.002","0.005","0.002","0.00%"
"12/14/2015","0.002","0.015","0.015","0.002","-60.00%"
"12/11/2015","0.005","0.002","0.005","-0.010","-122.73%"
"12/10/2015","-0.022","-0.022","-0.016","-0.037","-21.43%"
"12/09/2015","-0.028","-0.019","-0.019","-0.048","16.67%"
"12/08/2015","-0.024","-0.049","-0.024","-0.049","-4.00%"
"12/07/2015","-0.025","-0.025","-0.025","-0.049","-40.48%"
"12/04/2015","-0.042","-0.032","-0.024","-0.049","68.00%"
"12/03/2015","-0.025","-0.025","0.005","-0.037","-35.90%"
"12/02/2015","-0.039","-0.022","-0.022","-0.039","77.27%"
"12/01/2015","-0.022","-0.022","-0.022","-0.033","0.00%"
"11/30/2015","-0.022","-0.033","-0.022","-0.033","-38.89%"
"11/27/2015","-0.036","-0.020","-0.005","-0.044","-52.00%"
"11/26/2015","-0.075","-0.077","-0.038","-0.098","-3.85%"
"11/25/2015","-0.078","-0.078","0.005","-0.099","0.00%"
"11/24/2015","-0.078","-0.078","-0.078","-0.078","-21.21%"
"11/22/2015","-0.099","-0.099","-0.099","-0.099","3.12%"
"11/20/2015","-0.096","-0.130","-0.130","-0.130","146.15%"
"11/19/2015","-0.039","-0.061","-0.039","-0.061","25.81%"
"11/18/2015","-0.031","-0.003","-0.003","-0.031","24.00%"
"11/17/2015","-0.025","-0.006","-0.003","-0.030","108.33%"
"11/16/2015","-0.012","-0.030","-0.030","-0.030","-60.00%"
"11/13/2015","-0.030","-0.005","-0.005","-0.030","-300.00%"
"11/12/2015","0.015","0.006","0.015","0.002","87.50%"
"11/11/2015","0.008","0.006","0.008","0.005","60.00%"
"11/10/2015","0.005","0.005","0.025","0.005","-37.50%"
"11/09/2015","0.008","0.007","0.025","0.005","0.00%"
"11/06/2015","0.008","0.005","0.008","0.005","-500.00%"
"11/05/2015","-0.002","0.008","0.008","-0.002","-133.33%"
"11/04/2015","0.006","0.002","0.010","0.002","-14.29%"
"11/02/2015","0.007","0.007","0.010","0.006","-12.50%"
"10/30/2015","0.008","0.005","0.008","0.005","33.33%"
"10/29/2015","0.006","0.005","0.009","0.005","500.00%"
"10/28/2015","0.001","0.008","0.008","0.008","-88.89%"
"10/27/2015","0.009","0.009","0.009","0.009","0.00%"
"10/26/2015","0.009","0.017","0.017","0.001","800.00%"
"10/23/2015","0.001","0.001","0.001","0.001","-88.89%"
"10/22/2015","0.009","0.009","0.009","0.009","-43.75%"
"10/21/2015","0.016","0.005","0.016","0.005","45.45%"
"10/20/2015","0.011","0.011","0.011","0.011","0.00%"
"10/19/2015","0.011","0.005","0.012","0.005","120.00%"
"10/18/2015","0.005","0.005","0.005","0.005","-61.54%"
"10/16/2015","0.013","0.012","0.013","0.005","-48.00%"
"10/15/2015","0.025","0.025","0.025","0.025","733.33%"
"10/14/2015","0.003","-0.002","0.003","-0.002","-400.00%"
"10/13/2015","-0.001","-0.001","-0.001","-0.001","-66.67%"
"10/09/2015","-0.003","0.025","0.025","-0.003","-40.00%"
"10/08/2015","-0.005","-0.015","-0.005","-0.015","-50.00%"
"10/07/2015","-0.010","0.025","0.025","-0.012","66.67%"
"10/06/2015","-0.006","0.025","0.025","-0.006","-124.00%"
"10/05/2015","0.025","0.025","0.025","0.025","0.00%"
"10/03/2015","0.025","0.025","0.025","0.025","-600.00%"
"10/02/2015","-0.005","0.025","0.025","-0.005","-225.00%"
"10/01/2015","0.004","0.011","0.011","0.003","-60.00%"
"09/30/2015","0.010","0.015","0.025","0.010","-1,100.00%"
"09/29/2015","-0.001","0.010","0.015","-0.009","-50.00%"
"09/28/2015","-0.002","0.005","0.005","-0.002","-140.00%"
"09/27/2015","0.005","0.005","0.005","0.005","-129.41%"
"09/25/2015","-0.017","0.025","0.025","-0.040","-168.00%"
"09/24/2015","0.025","0.025","0.025","0.025","-350.00%"
"09/18/2015","-0.010","-0.010","0.025","-0.010","-140.00%"
"09/17/2015","0.025","0.025","0.025","0.025","0.00%"
"09/16/2015","0.025","0.002","0.025","0.002","0.00%"
"09/15/2015","0.025","0.025","0.025","0.025","66.67%"
"09/14/2015","0.015","0.006","0.015","0.015","-1,600.00%"
"09/11/2015","-0.001","0.015","0.025","-0.003","-120.00%"
"09/10/2015","0.005","0.005","0.005","0.005","0.00%"
"09/09/2015","0.005","0.025","0.025","0.005","-44.44%"
"09/08/2015","0.009","0.008","0.009","0.008","12.50%"
"09/07/2015","0.008","0.008","0.008","0.008","0.00%"
"09/04/2015","0.008","0.025","0.025","0.005","0.00%"
"09/03/2015","0.008","0.015","0.015","0.008","0.00%"
"09/02/2015","0.008","0.008","0.015","0.008","-42.86%"
"09/01/2015","0.014","0.014","0.014","0.014","0.00%"
"08/31/2015","0.014","0.010","0.014","0.010","0.00%"
"08/28/2015","0.014","0.010","0.014","-0.001","27.27%"
"08/27/2015","0.011","0.011","0.011","0.011","-35.29%"
"08/26/2015","0.017","0.025","0.025","0.017","0.00%"
"08/25/2015","0.000","0.025","0.025","0.025","0.00%"
"08/24/2015","0.000","0.003","0.025","0.003","-100.00%"
"08/21/2015","-0.010","-0.010","0.025","-0.010","-140.00%"
"08/20/2015","0.025","0.025","0.025","0.025","0.00%"
"08/19/2015","0.025","0.025","0.025","0.025","0.00%"
"08/18/2015","0.000","0.025","0.025","0.025","-100.00%"
"08/17/2015","0.001","0.002","0.002","0.001","0.00%"
"08/14/2015","0.000","0.025","0.025","-0.001","-100.00%"
"08/13/2015","0.010","0.008","0.010","0.008","233.33%"
"08/12/2015","0.003","0.004","0.005","0.003","-40.00%"
"08/11/2015","0.005","0.005","0.005","0.005","66.67%"
"08/10/2015","0.003","0.015","0.015","0.002","-25.00%"
"08/07/2015","0.004","0.010","0.010","0.003","-20.00%"
"08/06/2015","0.005","0.005","0.010","0.004","66.67%"
"08/05/2015","0.003","0.006","0.006","0.002","0.00%"
"08/04/2015","0.000","0.013","0.013","0.004","-100.00%"
"08/03/2015","0.003","0.003","0.003","0.003","-200.00%"
"07/31/2015","-0.003","0.002","0.002","-0.003","-123.08%"
"07/30/2015","0.013","0.004","0.013","0.000","18.18%"
"07/29/2015","0.011","0.011","0.011","0.011","175.00%"
"07/28/2015","0.004","0.004","0.010","0.040","0.00%"
"07/27/2015","0.000","-0.002","0.023","-0.002","0.00%"
"07/24/2015","0.000","-0.002","0.000","-0.002","-100.00%"
"07/23/2015","0.008","0.011","0.011","0.008","-20.00%"
"07/22/2015","0.010","0.010","0.010","0.004","0.00%"
"07/21/2015","0.010","0.010","0.010","0.010","0.00%"
"07/18/2015","0.010","0.010","0.010","0.010","42.86%"
"07/17/2015","0.007","0.006","0.007","0.006","-109.46%"
