"Date","Price","Open","High","Low","Change %"
"01/22/2015","-0.060","-0.060","0.040","-0.060","0.00%"
"01/21/2015","-0.060","-0.055","0.040","-0.060","20.00%"
"01/20/2015","-0.050","0.040","0.040","-0.050","11.11%"
"01/19/2015","-0.045","-0.040","0.040","-0.045","12.50%"
"01/16/2015","-0.040","-0.040","0.040","-0.040","-200.00%"
"01/15/2015","0.040","-0.055","0.040","-0.055","-172.73%"
"01/14/2015","-0.055","-0.055","-0.055","-0.055","0.00%"
"01/13/2015","-0.055","0.000","0.040","-0.055","-237.50%"
"01/09/2015","0.040","0.005","0.040","-0.055","-300.00%"
"01/08/2015","-0.020","0.040","0.040","-0.020","-150.00%"
"01/07/2015","0.040","0.040","0.040","-0.075","17.65%"
"01/06/2015","0.034","0.033","0.080","0.032","36.00%"
"01/05/2015","0.025","0.080","0.080","0.015","47.06%"
"12/30/2014","0.017","0.017","0.025","0.010","0.00%"
"12/29/2014","0.017","0.015","0.080","0.015","-57.50%"
"12/28/2014","0.040","0.040","0.040","0.040","110.53%"
"12/26/2014","0.019","0.020","0.040","0.019","-5.00%"
"12/25/2014","0.020","0.000","0.040","0.000","566.67%"
"12/24/2014","0.003","0.000","0.040","0.000","-40.00%"
"12/22/2014","0.005","0.005","0.040","0.003","-50.00%"
"12/19/2014","0.010","0.010","0.040","0.010","11.11%"
"12/18/2014","0.009","0.019","0.040","0.009","-52.63%"
"12/17/2014","0.019","0.020","0.040","0.019","90.00%"
"12/16/2014","0.010","0.010","0.040","0.010","66.67%"
"12/15/2014","0.006","0.009","0.040","0.005","-66.67%"
"12/14/2014","0.018","0.018","0.018","0.018","1,700.00%"
"12/12/2014","0.001","0.040","0.040","0.001","-88.89%"
"12/11/2014","0.009","0.040","0.040","0.006","-43.75%"
"12/10/2014","0.016","0.020","0.040","0.016","-11.11%"
"12/09/2014","0.018","0.018","0.018","0.018","0.00%"
"12/08/2014","0.018","0.018","0.018","0.009","5.88%"
"12/05/2014","0.017","0.019","0.040","0.016","-168.00%"
"12/04/2014","-0.025","0.040","0.040","-0.025","4.17%"
"12/03/2014","-0.024","0.040","0.040","-0.024","9.09%"
"12/02/2014","-0.022","0.040","0.040","-0.036","-37.14%"
"12/01/2014","-0.035","0.040","0.040","-0.035","66.67%"
"11/30/2014","-0.021","-0.021","-0.021","-0.021","-43.24%"
"11/28/2014","-0.037","0.040","0.040","-0.045","270.00%"
"11/27/2014","-0.010","0.040","0.040","-0.010","-1,100.00%"
"11/26/2014","0.001","0.001","0.001","-0.020","0.00%"
"11/25/2014","0.001","0.001","0.001","-0.020","-90.00%"
"11/21/2014","0.010","0.029","0.040","-0.005","-114.71%"
"11/20/2014","-0.068","0.040","0.040","-0.068","36.00%"
"11/19/2014","-0.050","0.040","0.040","-0.057","25.00%"
"11/18/2014","-0.040","0.040","0.040","-0.042","-13.04%"
"11/17/2014","-0.046","0.040","0.040","-0.046","43.75%"
"11/16/2014","-0.032","-0.032","-0.032","-0.032","100.00%"
"11/14/2014","-0.016","-0.002","0.040","-0.050","-180.00%"
"11/13/2014","0.020","0.020","0.020","0.020","-50.00%"
"11/12/2014","0.040","0.040","0.040","0.040","33.33%"
"11/11/2014","0.030","0.030","0.030","0.030","275.00%"
"11/10/2014","0.008","0.008","0.008","0.008","-55.56%"
"11/07/2014","0.018","0.039","0.040","0.017","-40.00%"
"11/06/2014","0.030","0.029","0.040","0.028","3.45%"
"11/05/2014","0.029","0.040","0.040","0.029","-27.50%"
"11/04/2014","0.040","0.040","0.040","0.019","0.00%"
"10/31/2014","0.040","0.014","0.040","0.014","-273.91%"
"10/30/2014","-0.023","-0.012","-0.012","-0.026","-8.00%"
"10/29/2014","-0.025","-0.011","-0.011","-0.025","66.67%"
"10/28/2014","-0.015","-0.013","0.018","-0.015","-57.14%"
"10/27/2014","-0.035","0.001","0.001","0.001","16.67%"
"10/24/2014","-0.030","-0.005","0.018","-0.030","-61.04%"
"10/23/2014","-0.077","-0.106","-0.048","-0.110","-9.41%"
"10/22/2014","-0.085","-0.104","-0.072","-0.104","-5.56%"
"10/21/2014","-0.090","-0.090","-0.035","-0.100","12.50%"
"10/20/2014","-0.080","-0.040","-0.014","-0.080","60.00%"
"10/17/2014","-0.050","0.018","0.018","-0.050","0.00%"
"10/16/2014","-0.050","0.011","0.011","-0.015","233.33%"
"10/15/2014","-0.015","0.012","0.012","-0.015","0.00%"
"10/14/2014","-0.015","0.016","0.016","-0.015","50.00%"
"10/10/2014","-0.010","0.020","0.020","-0.010","-300.00%"
"10/09/2014","0.005","0.005","0.005","0.005","-125.00%"
"10/08/2014","-0.020","-0.020","0.006","-0.020","0.00%"
"10/07/2014","-0.020","-0.015","0.010","-0.020","0.00%"
"10/06/2014","-0.020","0.012","0.012","-0.020","33.33%"
"10/03/2014","-0.015","0.026","0.026","-0.015","-178.95%"
"10/02/2014","0.019","0.012","0.028","0.012","-24.00%"
"10/01/2014","0.025","0.025","0.025","0.025","-37.50%"
"09/30/2014","0.040","0.040","0.040","0.001","0.00%"
"09/29/2014","0.040","0.040","0.040","0.008","81.82%"
"09/27/2014","0.022","0.022","0.022","0.022","175.00%"
"09/26/2014","0.008","0.040","0.040","0.008","-55.56%"
"09/25/2014","0.018","0.018","0.018","0.018","-5.26%"
"09/24/2014","0.019","0.019","0.019","0.019","-52.50%"
"09/22/2014","0.040","-0.001","0.040","-0.005","-2,100.00%"
"09/19/2014","-0.002","0.017","0.040","-0.002","-113.33%"
"09/18/2014","0.015","0.040","0.040","0.003","200.00%"
"09/17/2014","0.005","0.040","0.040","0.005","0.00%"
"09/16/2014","0.005","0.005","0.005","0.005","-66.67%"
"09/13/2014","0.015","0.015","0.015","0.015","66.67%"
"09/12/2014","0.009","0.012","0.040","0.007","-55.00%"
"09/11/2014","0.020","0.020","0.020","0.020","-50.00%"
"09/10/2014","0.040","0.040","0.040","0.040","25.00%"
"09/09/2014","0.032","0.032","0.032","0.020","0.00%"
"09/08/2014","0.032","-0.005","0.032","-0.005","-740.00%"
"09/05/2014","-0.005","-0.001","0.028","-0.005","-115.62%"
"09/04/2014","0.032","0.005","0.032","0.001","6.67%"
"09/03/2014","0.030","0.030","0.030","0.016","-25.00%"
"09/02/2014","0.040","0.040","0.040","0.040","42.86%"
"09/01/2014","0.028","0.022","0.028","0.021","-12.50%"
"08/31/2014","0.032","0.032","0.032","0.032","3.23%"
"08/29/2014","0.031","0.042","0.042","0.027","-24.39%"
"08/28/2014","0.041","0.040","0.048","0.040","-6.82%"
"08/27/2014","0.044","0.039","0.044","0.039","18.92%"
"08/26/2014","0.037","0.041","0.041","0.037","-19.57%"
"08/25/2014","0.046","0.043","0.046","0.043","24.32%"
"08/22/2014","0.037","0.038","0.041","0.035","19.35%"
"08/21/2014","0.031","0.045","0.045","0.030","40.91%"
"08/20/2014","0.022","0.022","0.035","0.022","-51.11%"
"08/19/2014","0.045","0.025","0.045","0.024","80.00%"
"08/18/2014","0.025","0.025","0.025","0.023","-16.67%"
"08/15/2014","0.030","0.025","0.030","0.025","20.00%"
"08/14/2014","0.025","0.025","0.044","0.017","78.57%"
"08/13/2014","0.014","0.014","0.045","0.014","-53.33%"
"08/12/2014","0.030","0.040","0.040","0.030","66.67%"
"08/11/2014","0.018","0.040","0.040","0.016","-62.50%"
"08/10/2014","0.048","0.048","0.048","0.048","118.18%"
"08/08/2014","0.022","0.025","0.025","0.022","-12.00%"
"08/07/2014","0.025","0.030","0.030","0.023","19.05%"
"08/06/2014","0.021","0.035","0.035","0.020","-25.00%"
"08/05/2014","0.028","0.030","0.032","0.028","-9.68%"
"08/04/2014","0.031","0.051","0.051","0.031","-3.13%"
"08/02/2014","0.032","0.032","0.032","0.032","0.00%"
"08/01/2014","0.032","0.045","0.045","0.028","-15.79%"
"07/31/2014","0.038","0.040","0.045","0.037","5.56%"
"07/30/2014","0.036","0.037","0.037","0.036","0.00%"
"07/29/2014","0.036","0.045","0.045","0.036","-5.26%"
"07/28/2014","0.038","0.058","0.058","0.035","18.75%"
"07/27/2014","0.032","0.032","0.032","0.032","-8.57%"
"07/25/2014","0.035","0.040","0.055","0.030","12.90%"
"07/24/2014","0.031","0.038","0.045","0.030","3.33%"
"07/23/2014","0.030","0.037","0.037","0.030","-33.33%"
"07/22/2014","0.045","0.045","0.045","0.045","0.00%"
"07/20/2014","0.045","0.045","0.045","0.045","32.35%"
"07/18/2014","0.034","0.045","0.045","0.026","30.77%"
"07/17/2014","0.026","0.029","0.029","0.026","44.44%"
"07/16/2014","0.018","0.031","0.045","0.018","-41.94%"
"07/15/2014","0.031","0.031","0.045","0.031","-3.13%"
"07/14/2014","0.032","0.032","0.032","0.032","45.45%"
"07/12/2014","0.022","0.022","0.022","0.022","-33.33%"
"07/11/2014","0.033","0.042","0.042","0.033","32.00%"
"07/10/2014","0.025","0.021","0.037","0.020","78.57%"
"07/09/2014","0.014","0.102","0.102","0.010","-30.00%"
"07/08/2014","0.020","0.103","0.103","0.019","-4.76%"
"07/07/2014","0.021","0.061","0.061","0.021","-61.11%"
"07/04/2014","0.054","0.034","0.054","0.005","35.00%"
"07/03/2014","0.040","0.053","0.054","0.038","-18.37%"
"07/02/2014","0.049","0.042","0.042","0.042","22.50%"
"07/01/2014","0.040","0.038","0.040","0.036","8.11%"
"06/30/2014","0.037","0.033","0.038","0.033","5.71%"
"06/27/2014","0.035","0.030","0.045","0.023","0.00%"
"06/26/2014","0.035","0.035","0.035","0.027","29.63%"
"06/25/2014","0.027","0.045","0.045","0.027","-12.90%"
"06/24/2014","0.031","0.031","0.031","0.028","-39.22%"
"06/23/2014","0.051","0.035","0.051","0.035","34.21%"
"06/20/2014","0.038","0.039","0.045","0.038","-28.30%"
"06/19/2014","0.053","0.050","0.053","0.045","12.77%"
"06/18/2014","0.047","0.047","0.047","0.047","-9.62%"
"06/17/2014","0.052","0.051","0.053","0.050","8.33%"
"06/16/2014","0.048","0.053","0.053","0.045","4.35%"
"06/13/2014","0.046","0.060","0.060","0.046","-4.17%"
"06/12/2014","0.048","0.075","0.075","0.039","26.32%"
"06/11/2014","0.038","0.051","0.051","0.038","-13.64%"
"06/10/2014","0.044","0.050","0.050","0.042","4.76%"
"06/09/2014","0.042","0.050","0.050","0.039","7.69%"
"06/06/2014","0.039","0.032","0.043","0.032","-15.22%"
"06/05/2014","0.046","0.051","0.051","0.045","-2.13%"
"06/04/2014","0.047","0.050","0.051","0.047","-2.08%"
"06/03/2014","0.048","0.048","0.049","0.047","-2.04%"
"06/02/2014","0.049","0.052","0.052","0.049","-5.77%"
"05/30/2014","0.052","0.058","0.058","0.051","-3.70%"
"05/29/2014","0.054","0.054","0.054","0.049","5.88%"
"05/28/2014","0.051","0.049","0.051","0.049","6.25%"
"05/27/2014","0.048","0.060","0.061","0.047","2.13%"
"05/26/2014","0.047","0.061","0.070","0.047","-9.62%"
"05/25/2014","0.052","0.052","0.052","0.052","-1.89%"
"05/23/2014","0.053","0.064","0.066","0.049","10.42%"
"05/22/2014","0.048","0.046","0.050","0.046","26.32%"
"05/21/2014","0.038","0.045","0.047","0.037","-15.56%"
"05/20/2014","0.045","0.046","0.046","0.045","0.00%"
"05/19/2014","0.045","0.047","0.048","0.045","0.00%"
"05/16/2014","0.045","0.050","0.050","0.043","-6.25%"
"05/15/2014","0.048","0.048","0.048","0.048","4.35%"
"05/14/2014","0.046","0.102","0.102","0.044","4.55%"
"05/13/2014","0.044","0.103","0.103","0.044","-18.52%"
"05/12/2014","0.054","0.065","0.065","0.054","5.88%"
"05/09/2014","0.051","0.052","0.078","0.050","-26.09%"
"05/08/2014","0.069","0.070","0.070","0.065","4.55%"
"05/07/2014","0.066","0.077","0.077","0.066","-1.49%"
"05/02/2014","0.067","0.058","0.082","0.058","0.00%"
"05/01/2014","0.067","0.060","0.067","0.060","-1.47%"
"04/30/2014","0.068","0.068","0.068","0.068","-25.27%"
"04/28/2014","0.091","0.067","0.091","0.067","12.35%"
"04/25/2014","0.081","0.076","0.082","0.052","22.73%"
"04/24/2014","0.066","0.066","0.066","0.066","0.00%"
"04/23/2014","0.066","0.070","0.070","0.066","-4.35%"
"04/22/2014","0.069","0.066","0.069","0.066","6.15%"
"04/21/2014","0.065","0.063","0.067","0.063","0.00%"
"04/18/2014","0.065","0.065","0.065","0.061","6.56%"
"04/17/2014","0.061","0.060","0.063","0.060","1.67%"
"04/16/2014","0.060","0.061","0.063","0.060","-9.09%"
"04/15/2014","0.066","0.060","0.066","0.060","13.79%"
"04/14/2014","0.058","0.056","0.058","0.054","9.43%"
"04/11/2014","0.053","0.055","0.056","0.053","1.92%"
"04/10/2014","0.052","0.054","0.054","0.052","-5.45%"
"04/09/2014","0.055","0.102","0.102","0.054","0.00%"
"04/08/2014","0.055","0.053","0.055","0.053","1.85%"
"04/07/2014","0.054","0.053","0.055","0.053","0.00%"
"04/04/2014","0.054","0.075","0.075","0.050","10.20%"
"04/03/2014","0.049","0.043","0.049","0.043","13.95%"
"04/02/2014","0.043","0.041","0.043","0.041","-2.27%"
"04/01/2014","0.044","0.044","0.044","0.038","12.82%"
"03/31/2014","0.039","0.041","0.042","0.039","8.33%"
"03/28/2014","0.036","0.037","0.055","0.021","63.64%"
"03/27/2014","0.022","0.037","0.055","0.021","-60.00%"
"03/26/2014","0.055","0.052","0.102","0.052","5.77%"
"03/25/2014","0.052","0.052","0.052","0.052","44.44%"
"03/24/2014","0.036","0.039","0.039","0.036","44.00%"
"03/20/2014","0.025","0.032","0.050","0.020","-30.56%"
"03/19/2014","0.036","0.036","0.041","0.036","-10.00%"
"03/18/2014","0.040","0.040","0.043","0.038","2.56%"
"03/17/2014","0.039","0.041","0.041","0.039","0.00%"
"03/14/2014","0.039","0.041","0.042","0.039","8.33%"
"03/13/2014","0.036","0.028","0.036","0.028","38.46%"
"03/12/2014","0.026","0.030","0.030","0.026","-31.58%"
"03/11/2014","0.038","0.103","0.103","0.028","35.71%"
"03/10/2014","0.028","0.037","0.037","0.028","-17.65%"
"03/09/2014","0.034","0.034","0.034","0.034","3.03%"
"03/07/2014","0.033","0.042","0.050","0.033","-10.81%"
"03/06/2014","0.037","0.050","0.050","0.037","-27.45%"
"03/05/2014","0.051","0.051","0.051","0.049","27.50%"
"03/04/2014","0.040","0.048","0.048","0.040","-16.67%"
"03/03/2014","0.048","0.052","0.052","0.048","4.35%"
"02/28/2014","0.046","0.052","0.056","0.046","-6.12%"
"02/27/2014","0.049","0.058","0.058","0.049","-2.00%"
"02/26/2014","0.050","0.050","0.050","0.050","2.04%"
"02/25/2014","0.049","0.052","0.052","0.049","0.00%"
"02/24/2014","0.049","0.053","0.053","0.048","-16.95%"
"02/21/2014","0.059","0.065","0.065","0.051","9.26%"
"02/20/2014","0.054","0.052","0.058","0.052","10.20%"
"02/19/2014","0.049","0.049","0.049","0.049","4.26%"
"02/18/2014","0.047","0.047","0.047","0.044","4.44%"
"02/17/2014","0.045","0.046","0.046","0.045","0.00%"
"02/14/2014","0.045","0.045","0.047","0.045","-8.16%"
"02/13/2014","0.049","0.050","0.050","0.045","-3.92%"
"02/12/2014","0.051","0.051","0.051","0.051","4.08%"
"02/10/2014","0.049","0.053","0.054","0.049","-10.91%"
"02/07/2014","0.055","0.056","0.058","0.051","1.85%"
"02/06/2014","0.054","0.056","0.056","0.054","-1.82%"
"02/05/2014","0.055","0.062","0.062","0.054","0.00%"
"02/04/2014","0.055","0.061","0.061","0.055","-3.51%"
"02/03/2014","0.057","0.060","0.070","0.056","-8.06%"
"01/31/2014","0.062","0.062","0.062","0.060","1.64%"
"01/30/2014","0.061","0.065","0.065","0.058","3.39%"
"01/29/2014","0.059","0.064","0.064","0.056","0.00%"
"01/28/2014","0.059","0.064","0.065","0.059","-1.67%"
"01/27/2014","0.060","0.067","0.069","0.060","-17.81%"
"01/24/2014","0.073","0.068","0.073","0.067","1.39%"
"01/23/2014","0.072","0.070","0.072","0.070","2.86%"
"01/22/2014","0.070","0.069","0.070","0.065","7.69%"
"01/21/2014","0.065","0.065","0.066","0.065","-1.52%"
"01/20/2014","0.066","0.067","0.067","0.066","-2.94%"
"01/17/2014","0.068","0.066","0.067","0.067","-2.86%"
"01/16/2014","0.070","0.102","0.102","0.067","6.06%"
"01/15/2014","0.066","0.066","0.067","0.066","0.00%"
"01/14/2014","0.066","0.066","0.067","0.066","0.00%"
"01/10/2014","0.066","0.066","0.070","0.066","1.54%"
"01/09/2014","0.065","0.064","0.066","0.064","3.17%"
"01/08/2014","0.063","0.069","0.069","0.063","-10.00%"
"01/07/2014","0.070","0.075","0.075","0.070","-7.89%"
"01/06/2014","0.076","0.071","0.076","0.071","7.04%"
"12/30/2013","0.071","0.071","0.072","0.071","1.43%"
"12/27/2013","0.070","0.074","0.074","0.070","-7.89%"
"12/26/2013","0.076","0.076","0.076","0.075","7.04%"
"12/25/2013","0.071","0.072","0.073","0.071","0.00%"
"12/24/2013","0.071","0.072","0.076","0.071","-4.05%"
"12/20/2013","0.074","0.090","0.090","0.074","1.37%"
"12/19/2013","0.073","0.074","0.077","0.068","5.80%"
"12/18/2013","0.069","0.066","0.066","0.066","0.00%"
"12/17/2013","0.069","0.069","0.069","0.069","2.99%"
"12/16/2013","0.067","0.069","0.069","0.066","-1.47%"
"12/13/2013","0.068","0.070","0.071","0.068","-2.86%"
"12/12/2013","0.070","0.071","0.075","0.068","7.69%"
"12/11/2013","0.065","0.073","0.079","0.065","0.00%"
"12/10/2013","0.065","0.069","0.071","0.065","0.00%"
"12/09/2013","0.065","0.062","0.068","0.062","-14.47%"
"12/07/2013","0.076","0.076","0.076","0.076","11.76%"
"12/06/2013","0.068","0.068","0.071","0.068","19.30%"
"12/05/2013","0.057","0.062","0.062","0.056","1.79%"
"12/04/2013","0.056","0.063","0.063","0.055","-3.45%"
"12/03/2013","0.058","0.063","0.063","0.055","-3.33%"
"12/02/2013","0.060","0.062","0.062","0.060","-3.23%"
"11/30/2013","0.062","0.062","0.062","0.062","5.08%"
"11/29/2013","0.059","0.064","0.064","0.056","1.72%"
"11/28/2013","0.058","0.058","0.058","0.057","-9.38%"
"11/27/2013","0.064","0.066","0.066","0.063","-3.03%"
"11/26/2013","0.066","0.066","0.066","0.066","-2.94%"
"11/25/2013","0.068","0.075","0.076","0.068","-15.00%"
"11/23/2013","0.080","0.080","0.080","0.080","9.59%"
"11/22/2013","0.073","0.067","0.075","0.067","5.80%"
"11/21/2013","0.069","0.073","0.073","0.069","0.00%"
"11/20/2013","0.069","0.072","0.072","0.067","-5.48%"
"11/19/2013","0.073","0.071","0.073","0.068","0.00%"
"11/18/2013","0.073","0.069","0.075","0.069","-2.67%"
"11/17/2013","0.075","0.075","0.075","0.075","0.00%"
"11/16/2013","0.075","0.075","0.075","0.075","0.00%"
"11/15/2013","0.075","0.070","0.075","0.070","19.05%"
"11/14/2013","0.063","0.062","0.069","0.062","-7.35%"
"11/13/2013","0.068","0.068","0.068","0.068","1.49%"
"11/12/2013","0.067","0.073","0.073","0.067","3.08%"
"11/11/2013","0.065","0.065","0.068","0.065","-18.75%"
"11/09/2013","0.080","0.080","0.080","0.080","21.21%"
"11/08/2013","0.066","0.067","0.068","0.065","-5.71%"
"11/07/2013","0.070","0.073","0.073","0.070","-6.67%"
"11/06/2013","0.075","0.073","0.075","0.073","2.74%"
"11/05/2013","0.073","0.073","0.074","0.073","386.67%"
"11/03/2013","0.015","0.015","0.015","0.015","0.00%"
"11/02/2013","0.015","0.015","0.015","0.015","-79.73%"
"11/01/2013","0.074","0.074","0.075","0.074","-5.13%"
"10/31/2013","0.078","0.077","0.079","0.077","-1.27%"
"10/30/2013","0.079","0.080","0.080","0.079","0.00%"
"10/29/2013","0.079","0.079","0.079","0.079","-1.25%"
"10/28/2013","0.080","0.079","0.080","0.078","-2.44%"
"10/27/2013","0.082","0.082","0.082","0.082","0.00%"
"10/26/2013","0.082","0.082","0.082","0.082","2.50%"
"10/25/2013","0.080","0.081","0.081","0.078","6.67%"
"10/24/2013","0.075","0.075","0.077","0.075","-1.32%"
"10/23/2013","0.076","0.076","0.076","0.075","0.00%"
"10/22/2013","0.076","0.077","0.078","0.076","1.33%"
"10/21/2013","0.075","0.077","0.077","0.075","-21.05%"
"10/19/2013","0.095","0.095","0.095","0.095","26.67%"
"10/18/2013","0.075","0.080","0.095","0.075","4.17%"
"10/17/2013","0.072","0.074","0.076","0.072","-4.00%"
"10/16/2013","0.075","0.079","0.079","0.073","-2.60%"
"10/15/2013","0.077","0.076","0.083","0.076","-3.75%"
"10/12/2013","0.080","0.080","0.080","0.080","8.11%"
"10/11/2013","0.074","0.080","0.080","0.072","8.82%"
"10/10/2013","0.068","0.070","0.070","0.066","-1.45%"
"10/09/2013","0.069","0.073","0.073","0.068","1.47%"
"10/08/2013","0.068","0.068","0.068","0.068","3.03%"
"10/07/2013","0.066","0.074","0.074","0.066","-12.00%"
"10/05/2013","0.075","0.075","0.075","0.075","7.14%"
"10/04/2013","0.070","0.076","0.076","0.070","25.00%"
"10/03/2013","0.056","0.053","0.056","0.050","7.69%"
"10/02/2013","0.052","0.055","0.055","0.052","6.12%"
"10/01/2013","0.049","0.039","0.049","0.039","4.26%"
"09/30/2013","0.047","0.039","0.047","0.039","-18.97%"
"09/29/2013","0.058","0.058","0.058","0.058","28.89%"
"09/27/2013","0.045","0.056","0.061","0.045","-19.64%"
"09/26/2013","0.056","0.056","0.056","0.056","0.00%"
"09/25/2013","0.056","0.056","0.063","0.056","-20.00%"
"09/24/2013","0.070","0.070","0.077","0.070","9.37%"
"09/22/2013","0.064","0.064","0.064","0.064","0.00%"
"09/21/2013","0.064","0.064","0.064","0.064","-9.86%"
"09/20/2013","0.071","0.071","0.077","0.071","-16.47%"
"09/19/2013","0.085","0.085","0.085","0.085","0.00%"
"09/18/2013","0.085","0.085","0.095","0.085","-1.16%"
"09/17/2013","0.086","0.086","0.086","0.086","-4.44%"
"09/15/2013","0.090","0.090","0.090","0.090","0.00%"
"09/14/2013","0.090","0.090","0.090","0.090","-5.26%"
"09/13/2013","0.095","0.090","0.095","0.090","-1.04%"
"09/12/2013","0.096","0.096","0.096","0.096","0.00%"
"09/11/2013","0.096","0.096","0.097","0.096","2.13%"
"09/10/2013","0.094","0.096","0.096","0.094","0.00%"
"09/09/2013","0.094","0.094","0.094","0.094","-4.08%"
"09/08/2013","0.098","0.098","0.098","0.098","0.00%"
"09/07/2013","0.098","0.098","0.098","0.098","-2.00%"
"09/06/2013","0.100","0.096","0.100","0.096","1.01%"
"09/05/2013","0.099","0.101","0.101","0.099","4.21%"
"09/04/2013","0.095","0.094","0.095","0.093","-2.06%"
"09/03/2013","0.097","0.103","0.103","0.097","-3.00%"
"09/02/2013","0.100","0.095","0.100","0.095","-13.04%"
"09/01/2013","0.115","0.115","0.115","0.115","0.00%"
"08/31/2013","0.115","0.115","0.115","0.115","0.00%"
"08/30/2013","0.115","0.095","0.115","0.095","18.56%"
"08/29/2013","0.097","0.097","0.097","0.097","0.00%"
"08/28/2013","0.097","0.102","0.102","0.094","-3.00%"
"08/27/2013","0.100","0.100","0.100","0.100","3.09%"
"08/26/2013","0.097","0.097","0.100","0.097","-7.62%"
"08/24/2013","0.105","0.105","0.105","0.105","0.00%"
"08/23/2013","0.105","0.095","0.115","0.095","2.94%"
"08/22/2013","0.102","0.102","0.102","0.097","5.15%"
"08/21/2013","0.097","0.097","0.097","0.097","0.00%"
"08/20/2013","0.097","0.097","0.097","0.097","0.00%"
"08/19/2013","0.097","0.097","0.097","0.097","-15.65%"
"08/17/2013","0.115","0.115","0.115","0.115","11.65%"
"08/16/2013","0.103","0.103","0.103","0.103","5.10%"
"08/15/2013","0.098","0.098","0.098","0.098","2.08%"
"08/14/2013","0.096","0.096","0.096","0.096","0.00%"
"08/13/2013","0.096","0.098","0.098","0.095","-3.03%"
"08/12/2013","0.099","0.097","0.099","0.097","-1.00%"
"08/11/2013","0.100","0.100","0.100","0.100","0.00%"
"08/10/2013","0.100","0.100","0.100","0.100","0.00%"
"08/09/2013","0.100","0.100","0.100","0.100","0.00%"
"08/08/2013","0.100","0.100","0.100","0.100","-4.76%"
"08/07/2013","0.105","0.110","0.110","0.105","-1.87%"
"08/06/2013","0.107","0.109","0.110","0.106","0.94%"
"08/05/2013","0.106","0.109","0.112","0.106","-7.83%"
"08/03/2013","0.115","0.115","0.115","0.115","5.50%"
"08/02/2013","0.109","0.109","0.112","0.109","5.83%"
"08/01/2013","0.103","0.106","0.108","0.103","3.00%"
"07/31/2013","0.100","0.108","0.108","0.100","0.00%"
"07/30/2013","0.100","0.100","0.101","0.099","-2.91%"
"07/29/2013","0.103","0.103","0.105","0.102","-14.17%"
"07/27/2013","0.120","0.120","0.120","0.120","14.29%"
"07/26/2013","0.105","0.106","0.106","0.105","0.96%"
"07/25/2013","0.104","0.098","0.104","0.098","1.96%"
"07/24/2013","0.102","0.099","0.105","0.099","-2.86%"
"07/23/2013","0.105","0.105","0.106","0.105","0.00%"
"07/22/2013","0.105","0.103","0.105","0.103","0.00%"
"07/20/2013","0.105","0.105","0.105","0.105","-0.94%"
"07/19/2013","0.106","0.105","0.106","0.105","-2.75%"
"07/18/2013","0.109","0.115","0.115","0.106","-1.80%"
"07/17/2013","0.111","0.106","0.111","0.106","6.73%"
"07/16/2013","0.104","0.107","0.107","0.104","-0.95%"
"07/15/2013","0.105","0.105","0.105","0.105","0.00%"
"07/13/2013","0.105","0.105","0.105","0.105","-2.78%"
"07/12/2013","0.108","0.105","0.108","0.105","2.86%"
"07/11/2013","0.105","0.130","0.130","0.098","0.00%"
"07/10/2013","0.105","0.105","0.110","0.103","2.94%"
"07/09/2013","0.102","0.109","0.110","0.101","-1.92%"
"07/08/2013","0.104","0.130","0.130","0.102","0.97%"
"07/06/2013","0.103","0.103","0.103","0.103","0.98%"
"07/05/2013","0.102","0.100","0.103","0.100","0.00%"
"07/04/2013","0.102","0.104","0.111","0.102","-0.97%"
"07/03/2013","0.103","0.104","0.108","0.103","0.00%"
"07/02/2013","0.103","0.101","0.103","0.101","0.00%"
"07/01/2013","0.103","0.099","0.104","0.098","-2.83%"
"06/29/2013","0.106","0.106","0.106","0.106","4.95%"
"06/28/2013","0.101","0.101","0.101","0.101","3.06%"
"06/27/2013","0.098","0.103","0.104","0.098","-1.01%"
"06/26/2013","0.099","0.110","0.110","0.098","1.02%"
"06/25/2013","0.098","0.096","0.098","0.096","-1.01%"
"06/24/2013","0.099","0.102","0.104","0.099","-3.88%"
"06/23/2013","0.103","0.103","0.103","0.103","0.00%"
"06/21/2013","0.103","0.125","0.125","0.103","1.98%"
"06/20/2013","0.101","0.110","0.110","0.099","4.12%"
"06/19/2013","0.097","0.100","0.100","0.093","3.19%"
"06/18/2013","0.094","0.108","0.109","0.094","-4.08%"
"06/17/2013","0.098","0.090","0.098","0.090","-14.78%"
"06/16/2013","0.115","0.115","0.115","0.115","0.00%"
"06/15/2013","0.115","0.115","0.115","0.115","4.55%"
"06/14/2013","0.110","0.118","0.118","0.110","8.91%"
"06/13/2013","0.101","0.115","0.115","0.101","0.00%"
"06/12/2013","0.101","0.101","0.101","0.099","5.21%"
"06/11/2013","0.096","0.086","0.096","0.086","5.49%"
"06/10/2013","0.091","0.105","0.105","0.091","-9.00%"
"06/08/2013","0.100","0.100","0.100","0.100","0.00%"
"06/07/2013","0.100","0.105","0.105","0.100","4.17%"
"06/06/2013","0.096","0.094","0.097","0.094","0.00%"
"06/05/2013","0.096","0.102","0.114","0.096","-8.57%"
"06/04/2013","0.105","0.102","0.105","0.102","9.37%"
"06/03/2013","0.096","0.105","0.105","0.096","-11.93%"
"05/31/2013","0.109","0.104","0.109","0.102","9.00%"
"05/30/2013","0.100","0.102","0.104","0.100","-1.96%"
